frame.time_epoch	frame.len	frame.cap_len	frame.interface_id
858773.925665000	398	398	0
858773.939498000	115	115	1
858773.950685000	398	398	0
858773.964575000	115	115	1
858773.975610000	398	398	0
858773.989422000	115	115	1
858774.000573000	202	202	0
858774.006553000	115	115	1
858814.750730000	1039	1039	0
858814.790202000	115	115	1
858814.800705000	1039	1039	1
858814.840196000	115	115	0
