frame.time_epoch	frame.len	frame.cap_len	frame.interface_id
1474059824.864984000	1196	1196	
1474059824.869887000	312	312	
1474059824.869935000	84	84	
1474059824.870032000	312	312	
1474059824.870114000	1476	1476	
1474059825.862418000	1528	1528	
1474059826.864663000	1196	1196	
1474059826.869966000	312	312	
1474059826.875511000	312	312	
1474059826.875658000	312	312	
1474059826.875743000	1476	1476	
1474059826.877724000	1528	1528	
1474059828.874473000	312	312	
