frame.time_epoch	frame.len	frame.cap_len	frame.interface_id
1071821565.726947000	2	2	0
1071821565.771065000	2	2	0
1071821565.786851000	2	2	0
1071821565.881233000	2	2	0
1071821565.897537000	2	2	0
1071821565.991382000	2	2	0
1071821566.009908000	7	7	0
1071821566.009937000	2	2	0
1071821566.017656000	2	2	0
1071821566.061484000	2	2	0
1071821566.077563000	2	2	0
1071821566.171645000	2	2	0
1071821566.188333000	2	2	0
1071821566.281873000	2	2	0
1071821566.299106000	2	2	0
1071821566.310201000	7	7	0
1071821566.318330000	2	2	0
1071821566.318338000	2	2	0
1071821566.327161000	2	2	0
1071821566.371931000	2	2	0
1071821566.387466000	2	2	0
1071821566.482096000	2	2	0
1071821566.497700000	2	2	0
1071821566.592252000	2	2	0
1071821566.609914000	7	7	0
1071821566.609947000	2	2	0
1071821566.617654000	2	2	0
1071821566.662349000	2	2	0
1071821566.677594000	2	2	0
1071821566.772510000	2	2	0
1071821566.788339000	2	2	0
1071821566.882673000	2	2	0
1071821566.899111000	2	2	0
1071821566.992824000	2	2	0
1071821567.009881000	2	2	0
1071821567.102988000	2	2	0
1071821567.120660000	2	2	0
1071821567.213144000	2	2	0
1071821567.231431000	2	2	0
1071821567.292631000	7	7	0
1071821567.301531000	2	2	0
1071821567.301543000	2	2	0
1071821567.308489000	2	2	0
1071821567.353342000	2	2	0
1071821567.368651000	2	2	0
1071821567.463501000	2	2	0
1071821567.480680000	2	2	0
1071821567.573666000	2	2	0
1071821567.593035000	7	7	0
1071821567.593064000	2	2	0
1071821567.600817000	2	2	0
1071821567.643677000	2	2	0
1071821567.660715000	2	2	0
1071821567.753839000	2	2	0
1071821567.769653000	2	2	0
1071821567.864077000	2	2	0
1071821567.882203000	2	2	0
1071821567.974240000	2	2	0
1071821567.988800000	2	2	0
1071821568.058271000	7	7	0
1071821568.072191000	2	2	0
1071821568.072202000	2	2	0
1071821568.081023000	2	2	0
1071821568.124453000	2	2	0
1071821568.140260000	2	2	0
1071821568.234613000	2	2	0
1071821568.251492000	2	2	0
1071821568.344769000	2	2	0
1071821568.381564000	179	179	0
1071821568.381605000	2	2	0
1071821568.389988000	2	2	0
1071821568.434814000	2	2	0
1071821568.449911000	2	2	0
1071821568.544982000	2	2	0
1071821568.560649000	2	2	0
1071821568.655218000	2	2	0
1071821568.671426000	2	2	0
1071821568.765374000	2	2	0
1071821568.782196000	2	2	0
1071821568.875537000	2	2	0
1071821568.892967000	2	2	0
1071821568.985698000	2	2	0
1071821569.003824000	2	2	0
1071821569.095853000	2	2	0
1071821569.110334000	2	2	0
1071821569.206012000	2	2	0
1071821569.221123000	2	2	0
1071821569.316086000	2	2	0
1071821569.331494000	2	2	0
1071821569.426329000	2	2	0
1071821569.442272000	2	2	0
1071821569.536487000	2	2	0
1071821569.553046000	2	2	0
1071821569.646645000	2	2	0
1071821569.663806000	2	2	0
1071821569.756800000	2	2	0
1071821569.774583000	2	2	0
1071821569.866961000	2	2	0
1071821569.881788000	2	2	0
1071821569.977040000	2	2	0
1071821569.991770000	2	2	0
1071821570.087283000	2	2	0
1071821570.102276000	2	2	0
1071821570.197438000	2	2	0
1071821570.212909000	2	2	0
1071821570.307570000	2	2	0
1071821570.323677000	2	2	0
1071821570.417754000	2	2	0
1071821570.434447000	2	2	0
1071821570.527912000	2	2	0
1071821570.545237000	2	2	0
1071821570.638073000	2	2	0
1071821570.652730000	23	23	0
1071821570.652740000	27	27	0
1071821570.652768000	16	16	0
1071821570.656003000	2	2	0
1071821570.656020000	6	6	0
1071821570.665940000	2	2	0
1071821570.665949000	2	2	0
1071821570.673370000	2	2	0
1071821570.718184000	2	2	0
1071821570.734696000	2	2	0
1071821570.828347000	2	2	0
1071821570.845231000	2	2	0
1071821570.938502000	2	2	0
1071821570.956008000	2	2	0
1071821571.048684000	2	2	0
1071821571.066778000	2	2	0
1071821571.158817000	2	2	0
1071821571.173368000	2	2	0
1071821571.268977000	2	2	0
1071821571.284088000	2	2	0
1071821571.379137000	2	2	0
1071821571.394472000	2	2	0
1071821571.489295000	2	2	0
1071821571.505255000	2	2	0
1071821571.599453000	2	2	0
1071821571.616122000	2	2	0
1071821571.709610000	2	2	0
1071821571.726896000	2	2	0
1071821571.819767000	2	2	0
1071821571.837667000	2	2	0
1071821571.929925000	2	2	0
1071821571.948437000	2	2	0
1071821572.040082000	2	2	0
1071821572.055069000	2	2	0
1071821572.150244000	2	2	0
1071821572.165361000	2	2	0
1071821572.260404000	2	2	0
1071821572.276089000	2	2	0
1071821572.370560000	2	2	0
1071821572.386870000	2	2	0
1071821572.480721000	2	2	0
1071821572.497640000	2	2	0
1071821572.590886000	2	2	0
1071821572.608415000	2	2	0
1071821572.650883000	2	2	0
1071821572.669646000	10	10	0
1071821572.669660000	45	45	0
1071821574.293341000	14	14	0
1071821574.393469000	14	14	0
1071821574.493607000	14	14	0
1071821574.572287000	28	28	0
1071821574.593758000	14	14	0
1071821574.693901000	14	14	0
1071821574.794050000	14	14	0
1071821574.894189000	22	22	0
1071821577.297659000	14	14	0
1071821577.397790000	14	14	0
1071821577.497931000	14	14	0
1071821577.598085000	14	14	0
1071821577.698238000	14	14	0
1071821577.798374000	14	14	0
1071821577.898510000	22	22	0
